==== gpt2_QKT (128,64,128), iters=1000 ====
Iter 100: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 101: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 102: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 103: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 104: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 105: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 106: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 107: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 108: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 109: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 110: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 111: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 112: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 113: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 114: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 115: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 116: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 117: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 118: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 119: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 120: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 121: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 122: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 123: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 124: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 125: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 126: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 127: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 128: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 129: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 130: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 131: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 132: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 133: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 134: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 135: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 136: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 137: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 138: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 139: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 140: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 141: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 142: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 143: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 144: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 145: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 146: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 147: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 148: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 149: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 150: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 151: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 152: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 153: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 154: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 155: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 156: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 157: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 158: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 159: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 160: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 161: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 162: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 163: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 164: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 165: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 166: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 167: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 168: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 169: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 170: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 171: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 172: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 173: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 174: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 175: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 176: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 177: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 178: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 179: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 180: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 181: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 182: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 183: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 184: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 185: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 186: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 187: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 188: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 189: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 190: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 191: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 192: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 193: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 194: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 195: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 196: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 197: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 198: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 199: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 200: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 201: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 202: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 203: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 204: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 205: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 206: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 207: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 208: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 209: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 210: total=0.12 ms, PRG=0.01 ms, comm=0.05 ms, GEMM=0.02 ms
Iter 211: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 212: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 213: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 214: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 215: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 216: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 217: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 218: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 219: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 220: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 221: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 222: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 223: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 224: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 225: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 226: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 227: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 228: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 229: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 230: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 231: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 232: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 233: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 234: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 235: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 236: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 237: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 238: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 239: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 240: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 241: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 242: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 243: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 244: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 245: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 246: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 247: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 248: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 249: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 250: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 251: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 252: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 253: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 254: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 255: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 256: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 257: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 258: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 259: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 260: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 261: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 262: total=0.11 ms, PRG=0.01 ms, comm=0.05 ms, GEMM=0.02 ms
Iter 263: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 264: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 265: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 266: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 267: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 268: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 269: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 270: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 271: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 272: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 273: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 274: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 275: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 276: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 277: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 278: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 279: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 280: total=0.11 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 281: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 282: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 283: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
Iter 284: total=0.10 ms, PRG=0.01 ms, comm=0.04 ms, GEMM=0.02 ms
