==== gpt2_W_QKV (128,768,768), iters=1000 ====
Iter 33: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 34: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.28 ms
Iter 35: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 36: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 37: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 38: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 39: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 40: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 41: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 42: total=1.98 ms, PRG=0.07 ms, comm=1.04 ms, GEMM=0.27 ms
Iter 43: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 44: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 45: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 46: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 47: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 48: total=1.99 ms, PRG=0.07 ms, comm=1.04 ms, GEMM=0.27 ms
Iter 49: total=2.03 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.27 ms
Iter 50: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 51: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 52: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 53: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.28 ms
Iter 54: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 55: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 56: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 57: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 58: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 59: total=1.99 ms, PRG=0.07 ms, comm=1.04 ms, GEMM=0.27 ms
Iter 60: total=1.98 ms, PRG=0.07 ms, comm=1.04 ms, GEMM=0.27 ms
Iter 61: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 62: total=1.99 ms, PRG=0.07 ms, comm=1.04 ms, GEMM=0.27 ms
Iter 63: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 64: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 65: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 66: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 67: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 68: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 69: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 70: total=2.02 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.27 ms
Iter 71: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 72: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 73: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 74: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 75: total=1.98 ms, PRG=0.07 ms, comm=1.04 ms, GEMM=0.27 ms
Iter 76: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 77: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 78: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 79: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 80: total=1.97 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 81: total=2.08 ms, PRG=0.07 ms, comm=1.14 ms, GEMM=0.27 ms
Iter 82: total=2.02 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.27 ms
Iter 83: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 84: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 85: total=2.03 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 86: total=1.99 ms, PRG=0.07 ms, comm=1.04 ms, GEMM=0.27 ms
Iter 87: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 88: total=2.03 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.27 ms
Iter 89: total=1.99 ms, PRG=0.07 ms, comm=1.04 ms, GEMM=0.27 ms
Iter 90: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 91: total=1.98 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 92: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 93: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 94: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.28 ms
Iter 95: total=2.03 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.27 ms
Iter 96: total=2.03 ms, PRG=0.07 ms, comm=1.10 ms, GEMM=0.27 ms
Iter 97: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 98: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.28 ms
Iter 99: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 100: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 101: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 102: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 103: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 104: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 105: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 106: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 107: total=1.99 ms, PRG=0.07 ms, comm=1.04 ms, GEMM=0.27 ms
Iter 108: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.28 ms
Iter 109: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 110: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 111: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 112: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 113: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 114: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 115: total=1.98 ms, PRG=0.07 ms, comm=1.04 ms, GEMM=0.27 ms
Iter 116: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 117: total=1.99 ms, PRG=0.07 ms, comm=1.04 ms, GEMM=0.27 ms
Iter 118: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.28 ms
Iter 119: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 120: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 121: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 122: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 123: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 124: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 125: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 126: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 127: total=2.03 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.27 ms
Iter 128: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 129: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 130: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 131: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 132: total=1.99 ms, PRG=0.07 ms, comm=1.04 ms, GEMM=0.27 ms
Iter 133: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 134: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 135: total=1.99 ms, PRG=0.07 ms, comm=1.04 ms, GEMM=0.27 ms
Iter 136: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 137: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 138: total=2.03 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.27 ms
Iter 139: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 140: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 141: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 142: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.28 ms
Iter 143: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 144: total=2.03 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.28 ms
Iter 145: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 146: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 147: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 148: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 149: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 150: total=2.03 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.28 ms
Iter 151: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 152: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 153: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 154: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 155: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 156: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 157: total=2.02 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 158: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 159: total=2.02 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.27 ms
Iter 160: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 161: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 162: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 163: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 164: total=2.00 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.28 ms
Iter 165: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 166: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 167: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 168: total=2.05 ms, PRG=0.07 ms, comm=1.10 ms, GEMM=0.27 ms
Iter 169: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 170: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 171: total=2.04 ms, PRG=0.07 ms, comm=1.09 ms, GEMM=0.27 ms
Iter 172: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 173: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 174: total=2.02 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.28 ms
Iter 175: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.28 ms
Iter 176: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 177: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 178: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 179: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 180: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.28 ms
Iter 181: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 182: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 183: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 184: total=2.03 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.27 ms
Iter 185: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 186: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 187: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 188: total=1.97 ms, PRG=0.07 ms, comm=1.04 ms, GEMM=0.28 ms
Iter 189: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 190: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 191: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 192: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 193: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 194: total=2.02 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.27 ms
Iter 195: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 196: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 197: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 198: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 199: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 200: total=2.03 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.28 ms
Iter 201: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 202: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 203: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 204: total=2.04 ms, PRG=0.07 ms, comm=1.10 ms, GEMM=0.27 ms
Iter 205: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 206: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 207: total=2.04 ms, PRG=0.07 ms, comm=1.10 ms, GEMM=0.27 ms
Iter 208: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 209: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.28 ms
Iter 210: total=2.02 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.28 ms
Iter 211: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.28 ms
Iter 212: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 213: total=1.95 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.28 ms
Iter 214: total=1.98 ms, PRG=0.07 ms, comm=1.11 ms, GEMM=0.27 ms
Iter 215: total=1.98 ms, PRG=0.07 ms, comm=1.11 ms, GEMM=0.27 ms
Iter 216: total=2.07 ms, PRG=0.07 ms, comm=1.14 ms, GEMM=0.27 ms
Iter 217: total=2.03 ms, PRG=0.07 ms, comm=1.09 ms, GEMM=0.27 ms
Iter 218: total=2.02 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.27 ms
Iter 219: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 220: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 221: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 222: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 223: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 224: total=2.02 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.27 ms
Iter 225: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 226: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 227: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 228: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 229: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 230: total=2.03 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 231: total=1.99 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.27 ms
Iter 232: total=2.05 ms, PRG=0.07 ms, comm=1.12 ms, GEMM=0.27 ms
Iter 233: total=2.05 ms, PRG=0.07 ms, comm=1.10 ms, GEMM=0.28 ms
Iter 234: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 235: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 236: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 237: total=2.00 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.28 ms
Iter 238: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 239: total=2.04 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.27 ms
Iter 240: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 241: total=2.04 ms, PRG=0.07 ms, comm=1.08 ms, GEMM=0.28 ms
Iter 242: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 243: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 244: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 245: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 246: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 247: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 248: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 249: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 250: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 251: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 252: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 253: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 254: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 255: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 256: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 257: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 258: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 259: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 260: total=1.97 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 261: total=2.03 ms, PRG=0.07 ms, comm=1.10 ms, GEMM=0.27 ms
Iter 262: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 263: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 264: total=1.99 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 265: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 266: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.28 ms
Iter 267: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 268: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 269: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.28 ms
Iter 270: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.28 ms
Iter 271: total=2.04 ms, PRG=0.07 ms, comm=1.10 ms, GEMM=0.27 ms
Iter 272: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 273: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 274: total=2.01 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 275: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 276: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 277: total=2.02 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 278: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 279: total=2.02 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 280: total=2.00 ms, PRG=0.07 ms, comm=1.05 ms, GEMM=0.27 ms
Iter 281: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 282: total=2.01 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
Iter 283: total=2.02 ms, PRG=0.07 ms, comm=1.07 ms, GEMM=0.27 ms
Iter 284: total=2.00 ms, PRG=0.07 ms, comm=1.06 ms, GEMM=0.27 ms
