==== gpt2_W_2 (128,3072,768), iters=500 ====
Iter 27: total=11.29 ms, PRG=0.29 ms, comm=8.09 ms, GEMM=1.21 ms
Iter 28: total=11.14 ms, PRG=0.28 ms, comm=7.94 ms, GEMM=1.20 ms
Iter 29: total=11.24 ms, PRG=0.28 ms, comm=8.04 ms, GEMM=1.21 ms
Iter 30: total=11.19 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.20 ms
Iter 31: total=11.24 ms, PRG=0.29 ms, comm=8.05 ms, GEMM=1.20 ms
Iter 32: total=11.23 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.21 ms
Iter 33: total=11.16 ms, PRG=0.28 ms, comm=7.96 ms, GEMM=1.21 ms
Iter 34: total=11.25 ms, PRG=0.28 ms, comm=8.04 ms, GEMM=1.20 ms
Iter 35: total=11.12 ms, PRG=0.29 ms, comm=7.91 ms, GEMM=1.21 ms
Iter 36: total=11.27 ms, PRG=0.29 ms, comm=8.07 ms, GEMM=1.20 ms
Iter 37: total=11.15 ms, PRG=0.29 ms, comm=7.95 ms, GEMM=1.20 ms
Iter 38: total=11.12 ms, PRG=0.28 ms, comm=7.93 ms, GEMM=1.21 ms
Iter 39: total=11.16 ms, PRG=0.28 ms, comm=7.97 ms, GEMM=1.21 ms
Iter 40: total=11.17 ms, PRG=0.28 ms, comm=7.98 ms, GEMM=1.20 ms
Iter 41: total=11.18 ms, PRG=0.28 ms, comm=7.98 ms, GEMM=1.21 ms
Iter 42: total=11.18 ms, PRG=0.28 ms, comm=7.98 ms, GEMM=1.21 ms
Iter 43: total=11.17 ms, PRG=0.28 ms, comm=7.97 ms, GEMM=1.21 ms
Iter 44: total=11.13 ms, PRG=0.28 ms, comm=7.93 ms, GEMM=1.21 ms
Iter 45: total=11.20 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.21 ms
Iter 46: total=11.19 ms, PRG=0.28 ms, comm=7.99 ms, GEMM=1.20 ms
Iter 47: total=11.20 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.20 ms
Iter 48: total=11.22 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.20 ms
Iter 49: total=11.12 ms, PRG=0.28 ms, comm=7.93 ms, GEMM=1.21 ms
Iter 50: total=11.27 ms, PRG=0.28 ms, comm=8.06 ms, GEMM=1.21 ms
Iter 51: total=11.23 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.21 ms
Iter 52: total=11.20 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.21 ms
Iter 53: total=11.15 ms, PRG=0.28 ms, comm=7.96 ms, GEMM=1.21 ms
Iter 54: total=13.66 ms, PRG=0.28 ms, comm=10.46 ms, GEMM=1.21 ms
Iter 55: total=11.22 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.20 ms
Iter 56: total=13.79 ms, PRG=0.28 ms, comm=10.53 ms, GEMM=1.22 ms
Iter 57: total=11.19 ms, PRG=0.29 ms, comm=7.99 ms, GEMM=1.21 ms
Iter 58: total=11.23 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.21 ms
Iter 59: total=11.20 ms, PRG=0.28 ms, comm=8.01 ms, GEMM=1.20 ms
Iter 60: total=11.20 ms, PRG=0.28 ms, comm=8.01 ms, GEMM=1.21 ms
Iter 61: total=11.28 ms, PRG=0.28 ms, comm=8.08 ms, GEMM=1.21 ms
Iter 62: total=11.28 ms, PRG=0.28 ms, comm=8.08 ms, GEMM=1.20 ms
Iter 63: total=11.20 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.20 ms
Iter 64: total=11.19 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.20 ms
Iter 65: total=11.08 ms, PRG=0.28 ms, comm=7.89 ms, GEMM=1.20 ms
Iter 66: total=11.11 ms, PRG=0.28 ms, comm=7.92 ms, GEMM=1.20 ms
Iter 67: total=11.19 ms, PRG=0.28 ms, comm=7.99 ms, GEMM=1.21 ms
Iter 68: total=11.14 ms, PRG=0.28 ms, comm=7.94 ms, GEMM=1.20 ms
Iter 69: total=11.20 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.20 ms
Iter 70: total=11.22 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.20 ms
Iter 71: total=11.32 ms, PRG=0.28 ms, comm=8.11 ms, GEMM=1.20 ms
Iter 72: total=11.32 ms, PRG=0.28 ms, comm=8.13 ms, GEMM=1.21 ms
Iter 73: total=11.28 ms, PRG=0.28 ms, comm=8.08 ms, GEMM=1.21 ms
Iter 74: total=11.24 ms, PRG=0.28 ms, comm=8.04 ms, GEMM=1.21 ms
Iter 75: total=11.27 ms, PRG=0.28 ms, comm=8.07 ms, GEMM=1.20 ms
Iter 76: total=11.28 ms, PRG=0.29 ms, comm=8.07 ms, GEMM=1.22 ms
Iter 77: total=11.26 ms, PRG=0.28 ms, comm=8.06 ms, GEMM=1.21 ms
Iter 78: total=11.06 ms, PRG=0.28 ms, comm=7.87 ms, GEMM=1.20 ms
Iter 79: total=11.21 ms, PRG=0.28 ms, comm=8.01 ms, GEMM=1.21 ms
Iter 80: total=11.26 ms, PRG=0.28 ms, comm=8.06 ms, GEMM=1.21 ms
Iter 81: total=11.13 ms, PRG=0.28 ms, comm=7.93 ms, GEMM=1.21 ms
Iter 82: total=11.28 ms, PRG=0.28 ms, comm=8.08 ms, GEMM=1.20 ms
Iter 83: total=11.19 ms, PRG=0.28 ms, comm=7.99 ms, GEMM=1.20 ms
Iter 84: total=11.23 ms, PRG=0.29 ms, comm=8.01 ms, GEMM=1.21 ms
Iter 85: total=11.26 ms, PRG=0.28 ms, comm=8.06 ms, GEMM=1.21 ms
Iter 86: total=11.26 ms, PRG=0.28 ms, comm=8.06 ms, GEMM=1.21 ms
Iter 87: total=11.26 ms, PRG=0.28 ms, comm=8.07 ms, GEMM=1.20 ms
Iter 88: total=11.24 ms, PRG=0.28 ms, comm=8.04 ms, GEMM=1.20 ms
Iter 89: total=11.02 ms, PRG=0.28 ms, comm=7.83 ms, GEMM=1.20 ms
Iter 90: total=11.21 ms, PRG=0.28 ms, comm=8.02 ms, GEMM=1.20 ms
Iter 91: total=11.25 ms, PRG=0.28 ms, comm=8.05 ms, GEMM=1.20 ms
Iter 92: total=11.18 ms, PRG=0.28 ms, comm=7.98 ms, GEMM=1.21 ms
Iter 93: total=11.19 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.21 ms
Iter 94: total=11.21 ms, PRG=0.28 ms, comm=8.02 ms, GEMM=1.20 ms
Iter 95: total=11.17 ms, PRG=0.28 ms, comm=7.97 ms, GEMM=1.21 ms
Iter 96: total=11.12 ms, PRG=0.28 ms, comm=7.91 ms, GEMM=1.21 ms
Iter 97: total=11.24 ms, PRG=0.28 ms, comm=8.04 ms, GEMM=1.21 ms
Iter 98: total=11.22 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.20 ms
Iter 99: total=11.17 ms, PRG=0.28 ms, comm=7.98 ms, GEMM=1.21 ms
Iter 100: total=11.28 ms, PRG=0.28 ms, comm=8.08 ms, GEMM=1.21 ms
Iter 101: total=11.16 ms, PRG=0.28 ms, comm=7.97 ms, GEMM=1.20 ms
Iter 102: total=11.20 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.20 ms
Iter 103: total=11.20 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.21 ms
Iter 104: total=11.22 ms, PRG=0.29 ms, comm=8.03 ms, GEMM=1.20 ms
Iter 105: total=11.20 ms, PRG=0.28 ms, comm=8.01 ms, GEMM=1.20 ms
Iter 106: total=11.20 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.21 ms
Iter 107: total=11.27 ms, PRG=0.28 ms, comm=8.07 ms, GEMM=1.21 ms
Iter 108: total=11.23 ms, PRG=0.28 ms, comm=8.04 ms, GEMM=1.20 ms
Iter 109: total=11.19 ms, PRG=0.28 ms, comm=7.98 ms, GEMM=1.20 ms
Iter 110: total=11.29 ms, PRG=0.28 ms, comm=8.09 ms, GEMM=1.21 ms
Iter 111: total=11.19 ms, PRG=0.29 ms, comm=8.00 ms, GEMM=1.20 ms
Iter 112: total=11.20 ms, PRG=0.28 ms, comm=8.01 ms, GEMM=1.20 ms
Iter 113: total=11.19 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.20 ms
Iter 114: total=11.19 ms, PRG=0.28 ms, comm=7.99 ms, GEMM=1.21 ms
Iter 115: total=11.22 ms, PRG=0.29 ms, comm=8.03 ms, GEMM=1.20 ms
Iter 116: total=11.27 ms, PRG=0.29 ms, comm=8.07 ms, GEMM=1.20 ms
Iter 117: total=11.28 ms, PRG=0.29 ms, comm=8.08 ms, GEMM=1.20 ms
Iter 118: total=11.22 ms, PRG=0.29 ms, comm=8.02 ms, GEMM=1.21 ms
Iter 119: total=11.11 ms, PRG=0.28 ms, comm=7.91 ms, GEMM=1.21 ms
Iter 120: total=11.28 ms, PRG=0.28 ms, comm=8.08 ms, GEMM=1.21 ms
Iter 121: total=11.23 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.20 ms
Iter 122: total=11.18 ms, PRG=0.28 ms, comm=7.99 ms, GEMM=1.21 ms
Iter 123: total=11.30 ms, PRG=0.28 ms, comm=8.09 ms, GEMM=1.21 ms
Iter 124: total=11.19 ms, PRG=0.28 ms, comm=7.98 ms, GEMM=1.21 ms
Iter 125: total=11.27 ms, PRG=0.28 ms, comm=8.06 ms, GEMM=1.21 ms
Iter 126: total=11.16 ms, PRG=0.29 ms, comm=7.96 ms, GEMM=1.21 ms
Iter 127: total=11.15 ms, PRG=0.28 ms, comm=7.96 ms, GEMM=1.21 ms
Iter 128: total=11.13 ms, PRG=0.28 ms, comm=7.94 ms, GEMM=1.20 ms
Iter 129: total=11.17 ms, PRG=0.28 ms, comm=7.97 ms, GEMM=1.20 ms
Iter 130: total=11.21 ms, PRG=0.28 ms, comm=8.01 ms, GEMM=1.20 ms
Iter 131: total=11.19 ms, PRG=0.28 ms, comm=7.99 ms, GEMM=1.21 ms
Iter 132: total=10.82 ms, PRG=0.28 ms, comm=7.63 ms, GEMM=1.20 ms
Iter 133: total=11.18 ms, PRG=0.29 ms, comm=7.99 ms, GEMM=1.20 ms
Iter 134: total=11.17 ms, PRG=0.28 ms, comm=7.98 ms, GEMM=1.20 ms
Iter 135: total=11.13 ms, PRG=0.28 ms, comm=7.92 ms, GEMM=1.21 ms
Iter 136: total=11.14 ms, PRG=0.28 ms, comm=7.95 ms, GEMM=1.20 ms
Iter 137: total=10.85 ms, PRG=0.28 ms, comm=7.66 ms, GEMM=1.20 ms
Iter 138: total=11.11 ms, PRG=0.28 ms, comm=7.91 ms, GEMM=1.20 ms
Iter 139: total=11.30 ms, PRG=0.29 ms, comm=8.09 ms, GEMM=1.20 ms
Iter 140: total=11.16 ms, PRG=0.28 ms, comm=7.97 ms, GEMM=1.20 ms
Iter 141: total=11.24 ms, PRG=0.29 ms, comm=8.03 ms, GEMM=1.21 ms
Iter 142: total=11.24 ms, PRG=0.28 ms, comm=8.04 ms, GEMM=1.20 ms
Iter 143: total=11.21 ms, PRG=0.28 ms, comm=8.01 ms, GEMM=1.20 ms
Iter 144: total=11.23 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.21 ms
Iter 145: total=11.15 ms, PRG=0.28 ms, comm=7.95 ms, GEMM=1.21 ms
Iter 146: total=11.31 ms, PRG=0.28 ms, comm=8.11 ms, GEMM=1.21 ms
Iter 147: total=11.14 ms, PRG=0.28 ms, comm=7.94 ms, GEMM=1.20 ms
Iter 148: total=11.18 ms, PRG=0.29 ms, comm=7.98 ms, GEMM=1.20 ms
Iter 149: total=11.23 ms, PRG=0.28 ms, comm=8.04 ms, GEMM=1.20 ms
Iter 150: total=11.27 ms, PRG=0.28 ms, comm=8.07 ms, GEMM=1.20 ms
Iter 151: total=11.23 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.21 ms
Iter 152: total=11.18 ms, PRG=0.28 ms, comm=7.98 ms, GEMM=1.20 ms
Iter 153: total=11.24 ms, PRG=0.28 ms, comm=8.04 ms, GEMM=1.21 ms
Iter 154: total=11.20 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.20 ms
Iter 155: total=11.11 ms, PRG=0.29 ms, comm=7.91 ms, GEMM=1.20 ms
Iter 156: total=11.20 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.20 ms
Iter 157: total=11.26 ms, PRG=0.28 ms, comm=8.07 ms, GEMM=1.21 ms
Iter 158: total=11.34 ms, PRG=0.28 ms, comm=8.14 ms, GEMM=1.21 ms
Iter 159: total=11.29 ms, PRG=0.28 ms, comm=8.09 ms, GEMM=1.21 ms
Iter 160: total=11.19 ms, PRG=0.28 ms, comm=7.99 ms, GEMM=1.21 ms
Iter 161: total=11.26 ms, PRG=0.28 ms, comm=8.06 ms, GEMM=1.21 ms
Iter 162: total=11.14 ms, PRG=0.29 ms, comm=7.94 ms, GEMM=1.21 ms
Iter 163: total=11.22 ms, PRG=0.28 ms, comm=8.02 ms, GEMM=1.21 ms
Iter 164: total=11.16 ms, PRG=0.28 ms, comm=7.96 ms, GEMM=1.21 ms
Iter 165: total=11.30 ms, PRG=0.28 ms, comm=8.11 ms, GEMM=1.20 ms
Iter 166: total=11.01 ms, PRG=0.28 ms, comm=7.81 ms, GEMM=1.20 ms
Iter 167: total=11.26 ms, PRG=0.29 ms, comm=8.06 ms, GEMM=1.21 ms
Iter 168: total=11.20 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.20 ms
Iter 169: total=10.84 ms, PRG=0.29 ms, comm=7.65 ms, GEMM=1.20 ms
Iter 170: total=11.20 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.21 ms
Iter 171: total=10.87 ms, PRG=0.28 ms, comm=7.67 ms, GEMM=1.21 ms
Iter 172: total=11.14 ms, PRG=0.28 ms, comm=7.95 ms, GEMM=1.20 ms
Iter 173: total=11.22 ms, PRG=0.28 ms, comm=8.02 ms, GEMM=1.20 ms
Iter 174: total=11.16 ms, PRG=0.28 ms, comm=7.96 ms, GEMM=1.21 ms
Iter 175: total=10.91 ms, PRG=0.28 ms, comm=7.72 ms, GEMM=1.20 ms
Iter 176: total=10.86 ms, PRG=0.28 ms, comm=7.67 ms, GEMM=1.21 ms
Iter 177: total=11.05 ms, PRG=0.28 ms, comm=7.86 ms, GEMM=1.20 ms
Iter 178: total=10.72 ms, PRG=0.28 ms, comm=7.53 ms, GEMM=1.20 ms
Iter 179: total=11.07 ms, PRG=0.28 ms, comm=7.87 ms, GEMM=1.20 ms
Iter 180: total=10.81 ms, PRG=0.28 ms, comm=7.61 ms, GEMM=1.21 ms
Iter 181: total=10.99 ms, PRG=0.29 ms, comm=7.80 ms, GEMM=1.21 ms
Iter 182: total=10.86 ms, PRG=0.29 ms, comm=7.67 ms, GEMM=1.20 ms
Iter 183: total=11.05 ms, PRG=0.28 ms, comm=7.85 ms, GEMM=1.21 ms
Iter 184: total=11.23 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.20 ms
Iter 185: total=11.20 ms, PRG=0.29 ms, comm=8.00 ms, GEMM=1.21 ms
Iter 186: total=11.27 ms, PRG=0.28 ms, comm=8.07 ms, GEMM=1.21 ms
Iter 187: total=11.01 ms, PRG=0.28 ms, comm=7.82 ms, GEMM=1.20 ms
Iter 188: total=11.22 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.20 ms
Iter 189: total=10.99 ms, PRG=0.29 ms, comm=7.80 ms, GEMM=1.20 ms
Iter 190: total=11.18 ms, PRG=0.28 ms, comm=7.98 ms, GEMM=1.20 ms
Iter 191: total=11.24 ms, PRG=0.28 ms, comm=8.05 ms, GEMM=1.21 ms
Iter 192: total=11.24 ms, PRG=0.29 ms, comm=8.05 ms, GEMM=1.20 ms
Iter 193: total=11.44 ms, PRG=0.29 ms, comm=8.24 ms, GEMM=1.21 ms
Iter 194: total=11.22 ms, PRG=0.28 ms, comm=8.02 ms, GEMM=1.20 ms
Iter 195: total=11.28 ms, PRG=0.29 ms, comm=8.09 ms, GEMM=1.21 ms
Iter 196: total=11.21 ms, PRG=0.28 ms, comm=8.02 ms, GEMM=1.21 ms
Iter 197: total=10.90 ms, PRG=0.28 ms, comm=7.71 ms, GEMM=1.20 ms
Iter 198: total=11.16 ms, PRG=0.28 ms, comm=7.97 ms, GEMM=1.20 ms
Iter 199: total=11.35 ms, PRG=0.28 ms, comm=8.16 ms, GEMM=1.21 ms
Iter 200: total=11.31 ms, PRG=0.28 ms, comm=8.10 ms, GEMM=1.20 ms
Iter 201: total=11.19 ms, PRG=0.28 ms, comm=7.99 ms, GEMM=1.20 ms
Iter 202: total=11.19 ms, PRG=0.28 ms, comm=7.99 ms, GEMM=1.21 ms
Iter 203: total=11.19 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.20 ms
Iter 204: total=11.15 ms, PRG=0.28 ms, comm=7.95 ms, GEMM=1.21 ms
Iter 205: total=11.22 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.20 ms
Iter 206: total=11.27 ms, PRG=0.29 ms, comm=8.07 ms, GEMM=1.21 ms
Iter 207: total=11.24 ms, PRG=0.28 ms, comm=8.05 ms, GEMM=1.21 ms
Iter 208: total=11.16 ms, PRG=0.28 ms, comm=7.96 ms, GEMM=1.20 ms
Iter 209: total=11.18 ms, PRG=0.28 ms, comm=7.99 ms, GEMM=1.20 ms
Iter 210: total=11.12 ms, PRG=0.29 ms, comm=7.93 ms, GEMM=1.20 ms
Iter 211: total=11.24 ms, PRG=0.28 ms, comm=8.04 ms, GEMM=1.21 ms
Iter 212: total=11.26 ms, PRG=0.28 ms, comm=8.05 ms, GEMM=1.20 ms
Iter 213: total=11.21 ms, PRG=0.28 ms, comm=8.01 ms, GEMM=1.20 ms
Iter 214: total=11.24 ms, PRG=0.28 ms, comm=8.04 ms, GEMM=1.21 ms
Iter 215: total=11.16 ms, PRG=0.29 ms, comm=7.97 ms, GEMM=1.20 ms
Iter 216: total=11.21 ms, PRG=0.28 ms, comm=8.02 ms, GEMM=1.20 ms
Iter 217: total=11.24 ms, PRG=0.28 ms, comm=8.04 ms, GEMM=1.20 ms
Iter 218: total=11.25 ms, PRG=0.28 ms, comm=8.06 ms, GEMM=1.20 ms
Iter 219: total=11.09 ms, PRG=0.28 ms, comm=7.89 ms, GEMM=1.21 ms
Iter 220: total=11.23 ms, PRG=0.28 ms, comm=8.02 ms, GEMM=1.21 ms
Iter 221: total=11.23 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.20 ms
Iter 222: total=11.22 ms, PRG=0.28 ms, comm=8.02 ms, GEMM=1.20 ms
Iter 223: total=11.26 ms, PRG=0.28 ms, comm=8.07 ms, GEMM=1.21 ms
Iter 224: total=11.23 ms, PRG=0.29 ms, comm=8.03 ms, GEMM=1.21 ms
Iter 225: total=11.21 ms, PRG=0.28 ms, comm=8.01 ms, GEMM=1.20 ms
Iter 226: total=11.02 ms, PRG=0.28 ms, comm=7.82 ms, GEMM=1.21 ms
Iter 227: total=11.09 ms, PRG=0.29 ms, comm=7.88 ms, GEMM=1.21 ms
Iter 228: total=11.14 ms, PRG=0.29 ms, comm=7.94 ms, GEMM=1.20 ms
Iter 229: total=11.16 ms, PRG=0.28 ms, comm=7.97 ms, GEMM=1.21 ms
Iter 230: total=10.86 ms, PRG=0.28 ms, comm=7.67 ms, GEMM=1.20 ms
Iter 231: total=10.99 ms, PRG=0.29 ms, comm=7.79 ms, GEMM=1.21 ms
Iter 232: total=11.19 ms, PRG=0.28 ms, comm=8.00 ms, GEMM=1.20 ms
Iter 233: total=10.93 ms, PRG=0.28 ms, comm=7.75 ms, GEMM=1.20 ms
Iter 234: total=11.43 ms, PRG=0.28 ms, comm=8.23 ms, GEMM=1.20 ms
Iter 235: total=11.27 ms, PRG=0.28 ms, comm=8.08 ms, GEMM=1.20 ms
Iter 236: total=11.33 ms, PRG=0.28 ms, comm=8.12 ms, GEMM=1.21 ms
Iter 237: total=11.22 ms, PRG=0.28 ms, comm=8.02 ms, GEMM=1.20 ms
Iter 238: total=11.24 ms, PRG=0.28 ms, comm=8.04 ms, GEMM=1.20 ms
Iter 239: total=11.37 ms, PRG=0.28 ms, comm=8.17 ms, GEMM=1.21 ms
Iter 240: total=11.28 ms, PRG=0.28 ms, comm=8.09 ms, GEMM=1.21 ms
Iter 241: total=11.23 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.21 ms
Iter 242: total=11.11 ms, PRG=0.29 ms, comm=7.91 ms, GEMM=1.20 ms
Iter 243: total=11.17 ms, PRG=0.28 ms, comm=7.97 ms, GEMM=1.21 ms
Iter 244: total=10.88 ms, PRG=0.28 ms, comm=7.69 ms, GEMM=1.20 ms
Iter 245: total=10.89 ms, PRG=0.28 ms, comm=7.69 ms, GEMM=1.21 ms
Iter 246: total=11.26 ms, PRG=0.28 ms, comm=8.07 ms, GEMM=1.20 ms
Iter 247: total=11.24 ms, PRG=0.28 ms, comm=8.04 ms, GEMM=1.21 ms
Iter 248: total=11.17 ms, PRG=0.28 ms, comm=7.98 ms, GEMM=1.20 ms
Iter 249: total=11.26 ms, PRG=0.28 ms, comm=8.07 ms, GEMM=1.20 ms
Iter 250: total=11.10 ms, PRG=0.28 ms, comm=7.91 ms, GEMM=1.20 ms
Iter 251: total=11.31 ms, PRG=0.28 ms, comm=8.12 ms, GEMM=1.20 ms
Iter 252: total=11.24 ms, PRG=0.28 ms, comm=8.04 ms, GEMM=1.21 ms
Iter 253: total=11.15 ms, PRG=0.28 ms, comm=7.96 ms, GEMM=1.20 ms
Iter 254: total=11.20 ms, PRG=0.28 ms, comm=8.01 ms, GEMM=1.20 ms
Iter 255: total=11.07 ms, PRG=0.28 ms, comm=7.88 ms, GEMM=1.20 ms
Iter 256: total=11.23 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.20 ms
Iter 257: total=11.28 ms, PRG=0.28 ms, comm=8.08 ms, GEMM=1.20 ms
Iter 258: total=11.25 ms, PRG=0.28 ms, comm=8.06 ms, GEMM=1.20 ms
Iter 259: total=11.24 ms, PRG=0.28 ms, comm=8.05 ms, GEMM=1.21 ms
Iter 260: total=11.24 ms, PRG=0.28 ms, comm=8.05 ms, GEMM=1.20 ms
Iter 261: total=11.24 ms, PRG=0.29 ms, comm=8.03 ms, GEMM=1.21 ms
Iter 262: total=11.28 ms, PRG=0.28 ms, comm=8.07 ms, GEMM=1.21 ms
Iter 263: total=11.34 ms, PRG=0.28 ms, comm=8.15 ms, GEMM=1.20 ms
Iter 264: total=11.17 ms, PRG=0.28 ms, comm=7.98 ms, GEMM=1.20 ms
Iter 265: total=11.19 ms, PRG=0.28 ms, comm=7.99 ms, GEMM=1.20 ms
Iter 266: total=11.24 ms, PRG=0.28 ms, comm=8.05 ms, GEMM=1.20 ms
Iter 267: total=11.25 ms, PRG=0.28 ms, comm=8.06 ms, GEMM=1.20 ms
Iter 268: total=11.23 ms, PRG=0.28 ms, comm=8.04 ms, GEMM=1.20 ms
Iter 269: total=11.23 ms, PRG=0.29 ms, comm=8.02 ms, GEMM=1.21 ms
Iter 270: total=11.31 ms, PRG=0.29 ms, comm=8.11 ms, GEMM=1.20 ms
Iter 271: total=11.16 ms, PRG=0.28 ms, comm=7.96 ms, GEMM=1.20 ms
Iter 272: total=11.27 ms, PRG=0.28 ms, comm=8.08 ms, GEMM=1.20 ms
Iter 273: total=11.35 ms, PRG=0.28 ms, comm=8.15 ms, GEMM=1.21 ms
Iter 274: total=11.28 ms, PRG=0.29 ms, comm=8.08 ms, GEMM=1.20 ms
Iter 275: total=11.17 ms, PRG=0.28 ms, comm=7.97 ms, GEMM=1.21 ms
Iter 276: total=11.20 ms, PRG=0.28 ms, comm=8.01 ms, GEMM=1.20 ms
Iter 277: total=11.23 ms, PRG=0.28 ms, comm=8.03 ms, GEMM=1.21 ms
Iter 278: total=11.30 ms, PRG=0.28 ms, comm=8.09 ms, GEMM=1.20 ms
Iter 279: total=11.18 ms, PRG=0.28 ms, comm=7.98 ms, GEMM=1.21 ms
Iter 280: total=11.27 ms, PRG=0.28 ms, comm=8.07 ms, GEMM=1.20 ms
Iter 281: total=11.19 ms, PRG=0.28 ms, comm=7.99 ms, GEMM=1.20 ms
Iter 282: total=11.22 ms, PRG=0.28 ms, comm=8.02 ms, GEMM=1.20 ms
Iter 283: total=11.27 ms, PRG=0.28 ms, comm=8.06 ms, GEMM=1.21 ms
Iter 284: total=11.18 ms, PRG=0.29 ms, comm=7.98 ms, GEMM=1.20 ms
